fill_id,date,symbol,side,shares,mkt_px,fill_px,slippage_pct,commission,sec,taf,total_fees,cash_after,reason,notional
131,2012-01-31,FAST,SELL,30.48025258818098,8.0854,8.0773146,0.001,1.0,0.006844320780933217,0.005059721929638042,1.0119040427105712,6560.39483717107,rebalance_trim,246.19858924220202
132,2012-01-31,STX,BUY,578.8583321968794,11.3057,11.3170057,0.001,2.894291660984397,0.0,0.0,2.894291660984397,6.557500545509356,entry_new,6550.943044964577
133,2012-02-29,STX,SELL,28.07282139858224,14.1792,14.1650208,0.001,1.0,0.01105472835291175,0.004660088352164651,1.0157148167050762,403.1938847544068,rebalance_trim,397.6520990256025
134,2012-02-29,FAST,BUY,43.989424372207665,9.1247,9.1338247,0.001,1.0,0.0,0.0,1.0,0.40219388475441065,rebalance_add,401.79169086965237
135,2012-04-30,FAST,SELL,855.532846620712,8.1387,8.1305613,0.001,4.27766423310356,0.19337575065044688,0.1420184525390382,4.613058436293046,6951.751389061658,exit_rank_or_left_ndx,6955.9622536131965
136,2012-04-30,STX,SELL,67.88398285320491,16.7505,16.7337495,0.001,1.0,0.031579509082753573,0.011268741153632016,1.0428482502363856,8086.662104939248,rebalance_trim,1135.9535641278262
137,2012-04-30,MNST,BUY,744.628989486124,10.8333,10.844133299999998,0.001,3.72314494743062,0.0,0.0,3.72314494743062,8.082938959992134,entry_new,8074.856021031826
138,2012-05-31,MNST,SELL,117.38163342658977,12.1,12.0879,0.001,1.0,0.039445349018184236,0.0194853511488139,1.0589307001669983,1425.9214549570997,rebalance_trim,1418.8974466972745
139,2012-05-31,STX,BUY,111.45745001866146,12.7589,12.771658899999998,0.001,1.0,0.0,0.0,1.0,1.4249214549570297,rebalance_add,1423.4965335021427
140,2012-07-31,STX,SELL,594.3589779637537,16.3476,16.3312524,0.001,2.9717948898187685,0.2698442162922324,0.0986635903419831,3.340302696452984,9704.711104090602,exit_rank_or_left_ndx,9706.626485332099
141,2012-07-31,MNST,BUY,124.58557127206846,11.07,11.081069999999999,0.001,1.0,0.0,0.0,1.0,8323.169667834823,rebalance_add,1380.5414362557794
142,2012-07-31,EXPE,BUY,160.20905785109687,51.8419,51.893741899999995,0.001,1.0,0.0,0.0,1.0,8.322169667833805,entry_new,8313.84749816699
143,2012-08-31,MNST,SELL,751.8329273316027,9.8233,9.813476699999999,0.001,3.7591646366580136,0.20511103862758903,0.12480426593704605,4.089079941222649,7382.328004388087,exit_rank_or_left_ndx,7378.094914661476
144,2012-08-31,BBBY,BUY,992.3613016694815,7.4193,7.426719299999999,0.001,4.961806508347407,0.0,0.0,4.961806508347407,7.3773661978793825,entry_new,7369.98883168186
145,2012-10-31,BBBY,SELL,158.41884746635336,12.8036,12.7907964,0.001,1.0,0.05633122962344093,0.026297528679414657,1.0826287583028555,2032.597961304358,rebalance_trim,2026.3032238647816
146,2012-10-31,EXPE,BUY,37.588432152437136,53.9405,53.994440499999996,0.001,1.0,0.0,0.0,1.0,2.0315979613042146,rebalance_add,2029.5663633430538
147,2012-11-30,EXPE,SELL,197.797490003534,56.5404,56.483859599999995,0.001,1.0,0.3105917651976581,0.032834383340586644,1.3434261485382448,11173.053826404783,exit_rank_or_left_ndx,11172.365654592017
148,2012-11-30,GILD,BUY,425.0335923605359,25.7369,25.762636899999997,0.001,2.1251679618026795,0.0,0.0,2.1251679618026795,220.9425481558792,entry_new,10949.9861102871
149,2012-11-30,BBBY,BUY,17.064822279984927,12.8629,12.875762899999998,0.001,1.0,0.0,0.0,1.0,0.21994254815589898,rebalance_add,219.7226056077233
150,2013-01-31,GILD,SELL,425.0335923605359,27.0752,27.0481248,0.001,2.1251679618026795,0.31959885388001086,0.07055557633184896,2.5153223920145393,11494.066270516243,exit_rank_or_left_ndx,11496.361650360102
151,2013-01-31,TCOM,BUY,1073.8946657281908,9.8571,9.8669571,0.001,5.369473328640955,0.0,0.0,5.369473328640955,892.6242005287022,entry_new,10596.0725966589
152,2013-01-31,BBBY,BUY,78.08377795670225,11.396,11.407396,0.001,1.0,0.0,0.0,1.0,0.8916242005287813,rebalance_add,890.7325763281734
153,2013-02-28,TCOM,SELL,1073.8946657281908,9.5984,9.5888016,0.001,5.369473328640955,0.2862666883132532,0.1782665145108797,5.8340065314650875,10292.420506635006,exit_rank_or_left_ndx,10297.362888965941
154,2013-02-28,GILD,BUY,331.30069929762624,29.3195,29.348819499999998,0.001,1.6565034964881313,0.0,0.0,1.6565034964881313,567.4795792287096,entry_new,9723.284423909809
155,2013-02-28,BBBY,BUY,57.37939995712725,9.8528,9.8626528,0.001,1.0,0.0,0.0,1.0,0.5664795792287123,rebalance_add,565.9130996494808
156,2013-04-30,BBBY,SELL,986.4704543969426,17.6367,17.6190633,0.001,4.932352271984713,0.48318305355286606,0.16375409542989247,5.579289420967472,17375.67256975776,exit_rank_or_left_ndx,17380.685379599498
